name,category,subcategory,latitude,longitude,rating,reviewCount,address,description,website,phone,googleMapsUrl,mainImageURL,galleryImage1,galleryImage2,galleryImage3,galleryImage4
East Hill - Phong Nha,,,17.6180457,106.3647241,4.5,296,"Cầu Bùng, Cà Phê đồi",,https://www.facebook.com/East-Hill-Phong-Nha-237868583268158,+84 948 953 925,https://www.google.com/maps/search/?api=1&query=East%20Hill%20-%20Phong%20Nha&query_place_id=ChIJwZmPgjilODERcgUhQXX0kqE,https://www.google.com/maps/search/?api=1&query=East%20Hill%20-%20Phong%20Nha&query_place_id=ChIJwZmPgjilODERcgUhQXX0kqE,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr9d7fa4DmykYNQ_E_AXBp6aKdE-nPg2FtyCiINXi_U4Uvy8ojrfM8-wKZqJ8Kc5VnPxq7MNCWpvwk6OXXh6haPPQD_yNU2G48Vuz7r1TfMc3d9k_EhmlXPO1q7H7f1rfoNZ6vcjhWPy08w=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipO_o3mlUqdR9YFw-oKBhyiRuPgtAW89MEgVdlY_=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4m-13iOhXvGr8jXhcIyUc_JaU6jLAP9vW3N4V5NYYK5PE2ZGfVqYneYy4A3qxk-L_VK_1wVINRUkLs3z6Ww5h8Hbg2EepEskQs2_2yAKG6UMmKBcFrWru_JEcmJL6RbeRzI0MTNG0Qr0=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqCx0Bw7P65-ia2W8e3wOcG-WWop669d_-SiOTakp_FSB7Kc7YXk6pwHD6Z8-vyi2a9GpyxwEDlNnZBP0g7Q1Ds3wBg-phUitzXYPFlDfGJM32-JikkONjfTWC-1qECt1-tBlsL=w1920-h1080-k-no
Fami Homestay,,,17.6165394,106.3215641,4.3,29,,,,+84 942 808 823,https://www.google.com/maps/search/?api=1&query=Fami%20Homestay&query_place_id=ChIJb3g8nHi7ODERfVJQjJwsnmU,https://www.google.com/maps/search/?api=1&query=Fami%20Homestay&query_place_id=ChIJb3g8nHi7ODERfVJQjJwsnmU,https://lh3.googleusercontent.com/p/AF1QipOxXgbOoMhP1zEryQZVWLa4boathBZmGb3JHmFr=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqkSjonq0RYOwL6xqf_21Ce2mfNBDD1kY007QiegJj0-Sv19NLaSRlnl-DlVAG74Z6FryLu3hb8-ZZpuJvOCU2w29zsaWYPtb4bj2DJqUh-08kjuCBu3eZFdOzwwzfIqX_t_n_k=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipP38f2g_vR-Dhwwm5NycIrtbfFnIqAYuJ5Pl_um=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipNnvzSlrMo8XmTqT4yXR8Vd0kbOw_zvSeySBC2D=w1920-h1080-k-no
Central Backpackers Hostel - Phong Nha,,,17.6091221,106.313292,4.5,451,Xuân Tiến,"Informal hostel offering free happy hours, plus an outdoor pool & a low-key restaurant/bar.",https://centralbackpackersphongnha.com/,+84 232 6536 868,https://www.google.com/maps/search/?api=1&query=Central%20Backpackers%20Hostel%20-%20Phong%20Nha&query_place_id=ChIJzfLIkZ27ODERc24b5hQ_PuI,https://www.google.com/maps/search/?api=1&query=Central%20Backpackers%20Hostel%20-%20Phong%20Nha&query_place_id=ChIJzfLIkZ27ODERc24b5hQ_PuI,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no5HXNtuOtk4PCXud24TmdfiUNolnVUso5WRp_EfegyiSr0Ce4VXWjo5-rRqWqQS92nv5Fbpb-Qc7TPkdeNUITysTRjvuzE9aeDlx0ZUH_78oh78bjUx8geA9b-UHGUrBFN41jw=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipPEsiF6Tbx5tWPHABLXZreJuu_ngUMcs_E1jAML=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq2wYZOstY3CU-_PoVxb9lOp75B0MbLWxXWyLstQssLpD9e5KRTp1eK07f0iE4wZPhseLr_Y3CaIJX_vaAvbzOCeifHQTmkJwzCOm01dQWNVjl1NmiqYCm4s3nsTB5QpvSXKA18Mw=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipNjHmuDgzujvtms7pmKg_4SNBWdsTWcxJqnxySD=w1920-h1080-k-no
Gold Coast Hotel Resort & Spa,,,17.4666076,106.6405238,4.6,1577,Đường Võ Nguyên Giáp,"Posh rooms in an upscale beachfront resort with a pool & a spa, plus 2 restaurants & bars.",http://www.goldcoastquangbinh.com/,+84 232 6256 666,https://www.google.com/maps/search/?api=1&query=Gold%20Coast%20Hotel%20Resort%20%26%20Spa&query_place_id=ChIJg-IFxShRRzER5Qp1HUKmDIM,https://www.google.com/maps/search/?api=1&query=Gold%20Coast%20Hotel%20Resort%20%26%20Spa&query_place_id=ChIJg-IFxShRRzER5Qp1HUKmDIM,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no901bk9_4DRIaJwBvZuxTNAtGjvnsZ9PxvhdmJbRE8tuxoGIUtIIkyCh8H1p903BnK2sJXJtynwXcBMv-ozg7tj_w9uAU6W-671k6-_tCZXvQ3FMAqA-m6RJmHwESlofMwv1aDIg=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipNCT5R1ckU0yZTD0gMQ2mhb-cjnknfUWWxRbcTX=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipPTQ-xFK1kQ6KpX_Nns9UzfVKLIgbyGdEw9BFe_=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipPq69pc_CXStSnqkIN4CEi4nDxWCoQ4n56AqIsy=w1920-h1080-k-no
Phong Nha green riverside city,,,17.6192425,106.3342258,5,2,J89M+MM,,,,https://www.google.com/maps/search/?api=1&query=Phong%20Nha%20green%20riverside%20city&query_place_id=ChIJxYA_Iwm7ODERmcstYh4jt5o,https://www.google.com/maps/search/?api=1&query=Phong%20Nha%20green%20riverside%20city&query_place_id=ChIJxYA_Iwm7ODERmcstYh4jt5o,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noolQGJelPsliM3q8geq7Jiifs_Cazw1Ok_yfOOGg74URweClBWmJFW5KosPvsTwC1KewRyZG9WeZelP-cMJHzP8jNy0_NEvN7OVror-ImeHhQoDZK9VogsqWPDJ9xebqxek-w=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npZ23VTJslQo5JEWK1E_Yzye2-ZI90jRIoxrUumVWRjpT-BT0deEb6swwUMAuXPVcBsDBG1cewl2hloeh6UtpuOI4q1DRgzHesje-E3I_6VuQEVU0Z-coDP0oFWSOzxNF527DIi=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npvGFY9CPAIou6O6bQNbs95PeFBtmZIzHgXsuKzZdLVlw0NRPliHUGfMVV_SbT-uoyQdJV9xJ_H3357dkR6I_bORH33HBeEamosQ54CwfeFsazR1azolrwsnMz4vE-yVJACmifmyg=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npeNJy--9rS4TGkt4UvYtXh2MlpaFMXEMAftdxmF8DqEQouIndpxAgJv3JfPJPrqRK0AkaWW86ZH9EYrJTi-k1vldnDkyLCaRo_tCLofjKMhI_ll1UswNQ_or5iaZSrxBd8Bzdn=w1920-h1080-k-no
Duy Tân Resort Quảng Bình,,,17.4618638,106.6435951,4.1,336,,,http://duytanhotel.com.vn/,+84 232 3686 696,https://www.google.com/maps/search/?api=1&query=Duy%20T%C3%A2n%20Resort%20Qu%E1%BA%A3ng%20B%C3%ACnh&query_place_id=ChIJExABYTdRRzERsCKs-vtMyxo,https://www.google.com/maps/search/?api=1&query=Duy%20T%C3%A2n%20Resort%20Qu%E1%BA%A3ng%20B%C3%ACnh&query_place_id=ChIJExABYTdRRzERsCKs-vtMyxo,https://lh3.googleusercontent.com/p/AF1QipPuOaDj1UGf69SOLE5NP7Ttd6EimP0sITQ8TTT8=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipMHKPbXegrN7lD1_CL3bjeGVKCT9JFmKKA-4S-S=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npj-C8_aADb4Jtx9HIwIQ1WjUSkER4g4kOXH6tXku9kD5MXVmP58mqyru6OA1fUQ1t_zFGSEb2u6pfVkD7L0-Un6gg0ZdiEQ1TX3N1Y1WEsp3Kt2tIIqkBqTr6rlWedXGRI4Gz9ZA=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipPDEgYVt1Z4g3TxFUeJ6et61veNPKKISDCfaZak=w1920-h1080-k-no
Genkan Vegan Cafe,,,17.4745151,106.6219824,4.6,93,Đường 56 Dương Văn An,,,+84 989 631 186,https://www.google.com/maps/search/?api=1&query=Genkan%20Vegan%20Cafe&query_place_id=ChIJWyBXPRNXRzERDSO6AgfOpBU,https://www.google.com/maps/search/?api=1&query=Genkan%20Vegan%20Cafe&query_place_id=ChIJWyBXPRNXRzERDSO6AgfOpBU,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrN0cYkfyYzb63qm-qdES32JizgIRsujY8uLWSk6cz66vn6B4pSknd8s-2-H7PITnfgygxhtdAhDq5qMQ1IggHQuKzJe_inK2wmuCSUryT0lEn0_bC94jCk6tG4TbrI1kPSKGqDpb1QzOG4=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipMhqFLmRBihs0P3zpWbkZNi6KjuePA3C3k11xRH=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npKPKdZ7q1hkYWu6p0nCMJFJDP0J29ei_Yk-tKRpC0u8vsJQPkipU7xNpIROBpbHDQqrxj7sJeQeZFG2C_J2tx7i4GmrN29CcdHu5n6wQ3QGxoCT-aa2TvcRdE_-XEu8HThZ2s5=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr6LIWFkijr5pGWwR44Di4N8y84Pq0-mNGGaEF_x5ftRVrs94XSreljYNJ2h8-uDCNLaY0JqR4E-G9L0ypoSuMQZ5c0eQFNzv70kAdHi9fE0j5rzAIvKcyymolRDSb0LfUlPrjUgw=w1920-h1080-k-no
New Beach - OVAN,,,17.5025194,106.616992,4,1,18 Nguyễn Hoàng,,https://www.ngoinhakhoedep.vn/newbeach,+84 966 709 333,https://www.google.com/maps/search/?api=1&query=New%20Beach%20-%20OVAN&query_place_id=ChIJE7PSxElXRzERZTti_qoTkRU,https://www.google.com/maps/search/?api=1&query=New%20Beach%20-%20OVAN&query_place_id=ChIJE7PSxElXRzERZTti_qoTkRU,https://lh3.googleusercontent.com/p/AF1QipO_ejaRQaQkSlWv4-JlWB_Ca7qBhRUpKk3lhGMb=w1920-h1080-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Upf7bBGKAkCWnUPSI00vrw&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=220.17531&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c5K8tpWTPmZrJpq1-qJHsw&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=285.79053&pitch=0&thumbfov=100,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqORenMGz4lC1T4Jddbwop-jj1pBMMV1TkTDdhcNAp_8y1ts2D7IU_fWQw6kAeR3KII8tcxWkHdwgFApJnpdmS0E8s07k4uapm7b1JIavRAHXKCEa3aqO8Up_ZjQUUce8fwafbo=w1920-h1080-k-no
Nem Lụi - Bún Thịt Nướng LyLy 1,,,17.4706078,106.6170077,4.4,33,124 Đường Hai Bà Trưng,,,+84 911 027 373,https://www.google.com/maps/search/?api=1&query=Nem%20L%E1%BB%A5i%20-%20B%C3%BAn%20Th%E1%BB%8Bt%20N%C6%B0%E1%BB%9Bng%20LyLy%201&query_place_id=ChIJ0-qDdsFXRzER41jiFJMVFUo,https://www.google.com/maps/search/?api=1&query=Nem%20L%E1%BB%A5i%20-%20B%C3%BAn%20Th%E1%BB%8Bt%20N%C6%B0%E1%BB%9Bng%20LyLy%201&query_place_id=ChIJ0-qDdsFXRzER41jiFJMVFUo,https://lh3.googleusercontent.com/p/AF1QipNinw6sHcrlNAvq8gZcnDda_I-q5L5-J7WET6j8=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipOIUvp9rLiKiTWrTyeo1pjydgxjLdnGkyp80Tj3=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr619VT-5GFA5mRKJbi5cwZ2Ma_6FEN1p2-yg-HyWzmkzKXmbawsLUN402GH3cwvOB0jCztIKZeVYeCCZGtn4cYrcOMSdZRvQHH7gbvc45zOwV_S61tDVQNysgLLmcL_JDbU1zqaA=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npVOufmX55_zfYVxOOrXHWQpX8Wb4G6641nq_NVJhzgk2J_Hyf8Lllunb2GeuRN8ypZpICVp0q0m2qQ386bEvBZ4vI7RYRMATQbaOJdm_e6pGs9-bor-NrjcEOsBrWqtp144Ndk=w1920-h1080-k-no
Monkey Bridge - Cuong Rung Farm,,,17.5860329,106.3481038,4.9,1032,,,,+84 969 013 681,https://www.google.com/maps/search/?api=1&query=Monkey%20Bridge%20-%20Cuong%20Rung%20Farm&query_place_id=ChIJ4yc1mCylODERSm0GfyiNMvM,https://www.google.com/maps/search/?api=1&query=Monkey%20Bridge%20-%20Cuong%20Rung%20Farm&query_place_id=ChIJ4yc1mCylODERSm0GfyiNMvM,https://lh3.googleusercontent.com/p/AF1QipO5MqfyNuGFyOUEJHbO9okNVqBjs17S5_c1FLMO=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqiSv7BldQbQ0hIehZ-Zaonwfej6z7yPM0f6kzKkn9G1iNnu28iKLn2YLN0qg9522oE3nht5z7rT5KyBHH1dwfaMQE5MtxVLbSXXBYXIT88FFBOUNfVzmQtfNKPe_N0zg5KTbE=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqbKMqVStvAr8LDv4qpzDcl3WfAM_iV1UP3xrTbsWtxtpkc0as0jA3_7PoMtPv7xS21wZJVO7cS3r_32iqXL5c1cdoypyBGOH-byg467bPG9_Jh5cEImjhUbvzouayKFHdO_SDW=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipOHJ4IBq0gb12yjsA9MJQK6pmi5Avs1LESthk-d=w1920-h1080-k-no
Nguyen Shack Retreat,,,17.600623,106.3288853,4.8,431,,,http://nguyenshack.com/,+84 966 551 103,https://www.google.com/maps/search/?api=1&query=Nguyen%20Shack%20Retreat&query_place_id=ChIJiaOkB-a7ODERZV-DbwKn_UQ,https://www.google.com/maps/search/?api=1&query=Nguyen%20Shack%20Retreat&query_place_id=ChIJiaOkB-a7ODERZV-DbwKn_UQ,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npxC958QT00t_AKt0GEtwp0GfnpithUidzRx4tkj5qckygIBXdowuP6csywx-hyCYLGK5P6jhz3jPD6pcE8PhaweAEXSxnlmUoWpKRPMFFA-wPiJlnIU8XDPbI98f-AzjWV2FAdXp4vwO9W=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npmkHe-w6TZ4y6VnOUE4hipPmVAMzcw98M3D0Y8C7bKlHVGpf_pM1SUmM8S2VQ1QiJfwF0iwlTHLXYKF9QtVE7h3V1us73sLEn2nd8EMQwyueBhKXezGjcsT2f3670RINoCsOmB=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipOlpaEJq0NncDY2y3xgy7sxu0Qfma7pdikcO26G=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipPQekGVIRkNJsw1ct-2y_2cmMfDMvayT6IzVekE=w1920-h1080-k-no
Nava Hotel & Resort,,,17.4907169,106.626684,4.8,30,165 Trương Pháp,,http://navahotelquangbinh.com/,+84 232 3889 999,https://www.google.com/maps/search/?api=1&query=Nava%20Hotel%20%26%20Resort&query_place_id=ChIJx2U5_vhXRzERTjomYu82seM,https://www.google.com/maps/search/?api=1&query=Nava%20Hotel%20%26%20Resort&query_place_id=ChIJx2U5_vhXRzERTjomYu82seM,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npivSMFI80v7giLaBZgNNCB6M1gxaRqLgGn7fJeLgefkrk5-ivtAu3UizZOODhKtjYGFvJnCjAj2Iqy5P5IahLx1ePc6mSsjPeOjMeBE5jGKWsxOABSodk8WegUuKxQbXLW4FC23w=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npMaJwcLLDyVAb8ZVZTgs7zmYmceZpwqP27JK4Pu3sqeC-3r0-Y6R40VhGFow2QpPpLftza3JR1SeLm-Nr8Bp9W__oE98kZbJqKC2OzG50XWtw-tMfzzko2bKqTnpU1-RHj5vfWUS5LHRI=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npGoJn4brA-TUkgq0gWlI3UpriUyj5TzFdiN0Pnm6n9aNQ971lStI7_tuGkIdP0BpnV1h-9X8GNEv5-rlkXrbGbyp5KKfl6f2Vg4D-fZaGRw2KU-8UPRmZ6opIESAABnl2CtfG0=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npwg4aB-tfqKEjH2YkSnVm4eiMBEGP66dfgtt8wT5BGliLIiioEZ1KvdVaNrlICXGjqG5JzAcSoJjYhw2M2sv-cwlaRV8gQEXdUbvdFWcwjJvWmF22nwdV2RAcCl1-MOJJowID-hFUTOiI=w1920-h1080-k-no
Nhà hàng Bình Thiên Đường,,,17.5814208,106.2545996,5,8,Đường Hồ Chí Minh - Nhánh Tây,,https://www.facebook.com/bop.binh.547,+84 917 127 444,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20B%C3%ACnh%20Thi%C3%AAn%20%C4%90%C6%B0%E1%BB%9Dng&query_place_id=ChIJiSfxEqu7ODERjrxI4M1Pa9Y,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20B%C3%ACnh%20Thi%C3%AAn%20%C4%90%C6%B0%E1%BB%9Dng&query_place_id=ChIJiSfxEqu7ODERjrxI4M1Pa9Y,https://lh3.googleusercontent.com/p/AF1QipNq1nUAB0ogqP2V3HWkmxF55dk4osvyVV2NhWm9=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipPn8A3NRcBY-mcoFJgfd7GCWQdQp4oy3lao2fUc=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqVZGzo3HKuE8r4yx-yjgPWGbe4GasJK-TUcODTOe9xX3aOFnweiDVbRVEi0kx6SV4vip_DTR1f-S0JmPekBarULqAfweAkIJ9bbEVHmORNwbgRvfRUVDW6rUQFVT0w-8nC-gzgwjMNLTjl=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipMlS137UyQsfVIityIs1vNbm9DYi15lYgRfowJT=w1920-h1080-k-no
PHONG NHA FAMILY RESTAURANT (NHÀ HÀNG GIA ĐÌNH VIỆT NAM),,,17.6134894,106.3161763,4.8,511,Thôn 1 Cù Lạc,,,+84 334 046 065,https://www.google.com/maps/search/?api=1&query=PHONG%20NHA%20FAMILY%20RESTAURANT%20(NH%C3%80%20H%C3%80NG%20GIA%20%C4%90%C3%8CNH%20VI%E1%BB%86T%20NAM)&query_place_id=ChIJA7HheBi7ODERFHwNQJv7s2Q,https://www.google.com/maps/search/?api=1&query=PHONG%20NHA%20FAMILY%20RESTAURANT%20(NH%C3%80%20H%C3%80NG%20GIA%20%C4%90%C3%8CNH%20VI%E1%BB%86T%20NAM)&query_place_id=ChIJA7HheBi7ODERFHwNQJv7s2Q,https://lh3.googleusercontent.com/p/AF1QipPMC3bpxnzBr8sa8YybIWVLXVBYVzI_o73u59Q=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipOuS45IluClGJB_jKJ3QfHnzThbS8zXhTHm-HQ=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipM2jNYOZA-8RZRx2tbr6eBCxXjY15XKaJ5llP4=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipNt1HpEjZwMo8dXfdW9o_3ypcMni32xSynnCv0=w1920-h1080-k-no
