name,category,subcategory,latitude,longitude,rating,reviewCount,address,description,website,phone,googleMapsUrl,mainImageURL,galleryImage1,galleryImage2,galleryImage3,galleryImage4
Nhà hàng Chang My,,,17.5791218,106.2544042,3.8,33,"H7H3+JQR, Hồ Chí Minh Tây",,,+84 917 065 171,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20Chang%20My&query_place_id=ChIJwVkInda7ODERxMaO3U4NIEw,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20Chang%20My&query_place_id=ChIJwVkInda7ODERxMaO3U4NIEw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npxAe9AP7YFzEv_rp6eGGWcfEPs38QZGnXnSNaphRhuT6VBQBw39Zpq5pzRLWVXj4AlAM5aCq34L6piHViJ56LdDmTx3vQbQFBq2A25HMKqT1ejHhMd9JYVw175DzMh8fXTvpm8=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrxvRC04MvnjbELFmqiYX8CmJFWGmedVd4h-kbvrMtkSc10B0XhCjG0ZeKtJJ7XBI-JNV16Uup6leh9l49oFDwkrramimOQh2WcJbM62vPHiLSbmhXCYywn4hmi5zSm84NabgxrvA=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noZ_Z2QTAfnmZ9DgZkGpZYLv8AAtui9XFdjZf_LO6QNP2pAYPC6BN-czZRFNkRn3kTQoOxeuuKJu2PFDftWJYUpZr8aCMFfb1L6NqgO402eJqBw5s9Ywbl41iU3ygnKgcoFyVM-=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqy0-R98HAhnG_NtJiJuHLnx3zhWvwmmULh5r-9rp1lrVoZlo_Z8SJfOVq6zvRmcU9MOaGHHA8zfPPdTeYMxZ8CbbW6489HHjuxy7C03uEYdb7oysPH4lrTpIkyROOSHqVnTi7d=w1920-h1080-k-no
Newlife Homestay( thiện tâm homestay),,,17.4995865,106.6223292,4.1,51,Trương Pháp,,,+84 338 720 228,https://www.google.com/maps/search/?api=1&query=Newlife%20Homestay(%20thi%E1%BB%87n%20t%C3%A2m%20homestay)&query_place_id=ChIJn56ZuuxXRzERzrPqyEXnECk,https://www.google.com/maps/search/?api=1&query=Newlife%20Homestay(%20thi%E1%BB%87n%20t%C3%A2m%20homestay)&query_place_id=ChIJn56ZuuxXRzERzrPqyEXnECk,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noTvq2S-rDLQaFI4CMvEnPrJjRnQmYBdL_DqJ6PS-DL4EGvkr-mjFGo-H074Ha1U0zuuZGrR_oyVZcYn0MdIpj9rT-klE6QgAD-ppnUBLULA8sTzY1JZbkI3KumqFIxkX2GPooZIA=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npzYTW04ENdwBEX_RESr_vP4Q8kjRqClAC5rM6IgC7pMa6v3cKG4vYsVkXMOI9Hiu_bc7hYYqaP44b99vik8F6BLnIU7sxEpyqnRFhgDPGgCsIoMaS2QWcE783bi-bKL2HeTb9lQA=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipN04NVtH3SAIntwOaoC2JFaE7F1GVqh34T6EbdB=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipPfAAS8f6K47-XYO6ZkxL2TZYje6m4DVnCAFn6G=w1920-h1080-k-no
Nhà nghỉ Đồi Sim,,,17.5808536,106.2541923,4.4,12,"H7J3+4P8, QL15",,,+84 357 261 779,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20ngh%E1%BB%89%20%C4%90%E1%BB%93i%20Sim&query_place_id=ChIJkzhBCwC7ODERQw4yyu8ojhI,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20ngh%E1%BB%89%20%C4%90%E1%BB%93i%20Sim&query_place_id=ChIJkzhBCwC7ODERQw4yyu8ojhI,https://lh3.googleusercontent.com/p/AF1QipN3b9VXuqhqP0QPlXVB_EbUYeJ8Tl2SY7ZOkzSd=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipMrqk00e2TXjcTM1GAadOH157D3-53hsOZenof5=w1920-h1080-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-eUCrS-frhpiVyyRzDY36Q&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=294.79382&pitch=0&thumbfov=100,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqYz8WFRWAznGIWiqOlzRY6NgRP6UcvYDOBD__BA0WAJhWIU9Iw9ehMjdr0Jt530RFFSjs2yzeiffwhoZCQFoVTCZpt4af7CLEOySgoVVpmof5T5OVxU5w8FNjExVKZaRMbF-sQ=w1920-h1080-k-no
Nhà vườn Thuyền Trưởng (The Captain's Garden House),,,17.4487466,106.6409599,4.4,14,Điện Biên Phủ,,,+84 847 399 999,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20v%C6%B0%E1%BB%9Dn%20Thuy%E1%BB%81n%20Tr%C6%B0%E1%BB%9Fng%20(The%20Captain's%20Garden%20House)&query_place_id=ChIJCTIoa7RRRzERYdVErArHRoc,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20v%C6%B0%E1%BB%9Dn%20Thuy%E1%BB%81n%20Tr%C6%B0%E1%BB%9Fng%20(The%20Captain's%20Garden%20House)&query_place_id=ChIJCTIoa7RRRzERYdVErArHRoc,https://lh3.googleusercontent.com/p/AF1QipNLU7lLMnLx2lYgvN546dl9pLojKMq3hCgNpZuW=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipOOAd-xUSuh9oJMRZxAQmsbttCo_GYErGm4CSVD=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipPHEwNqHtukDaVtEL5YacabR9tnZk-ELCZm3gtV=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipOEOac9OZTpeijtX4bkzrUtzYxYL6RqgPhDRnRO=w1920-h1080-k-no
Oxalis Adventure Tours,,,17.6005844,106.2950967,4.8,1034,,,https://oxalisadventure.com/,+84 919 900 357,https://www.google.com/maps/search/?api=1&query=Oxalis%20Adventure%20Tours&query_place_id=ChIJhZmesKu7ODERqHtG-SB5YMs,https://www.google.com/maps/search/?api=1&query=Oxalis%20Adventure%20Tours&query_place_id=ChIJhZmesKu7ODERqHtG-SB5YMs,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrGrwd9HtijplGbL_7uy5MUJrTG1oTInY_NqHaA7MvPzsHXyowoDa7OHhwQCMsylt8D_eJgS2lqVlHP3OtD104oAbFb6dPYIfUEBb2G-rEWwrcscwpfk6papn8B0tcnp22dvMzt=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqm6N4BDbQbXAd6qiC5Q2v4QDzhXDVdOxLmuapeXHQSEGSJpW5Kis5fO21pm73r5hu9GlB22chuLyRW0YDKk0Qb6cqZHPOulWXInmUH9gkq0VQG3t7mTNxLnPh4dLmxb5XD9CmYk66HSc0=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrCcO4fhBkfoTHX7Hd5PwfQ5hsSyxkZJe1nMRvIzLt4b2KdwWE3DhgdLd-4uJ3QXJWgKnDUxMG0rjhuic3GPQzcu5rG3dRy203v3Qzfxo-iYq2KHjxfSutYsnFyISbHwsMAw4-frRFTUt-p=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nop9mcZjHWnZ2WQGTIp0yyva9ijBupPieDlhwh9Y2erpODb3ShRSwP8AkRkhYvTey1PEAAh_j9kpcws3YOSAWIq74qYE9veCmmQ2Xgb-q8mjpevuTberKTAvBxw9UEQsVBxIJqJ9aB-HQDo=w1920-h1080-k-no
Phong Nha Mountain House,,,17.5945339,106.2868804,4.8,60,ĐT20,,https://www.facebook.com/profile.php?id=100089513217468&mibextid=LQQJ4d,+84 399 187 375,https://www.google.com/maps/search/?api=1&query=Phong%20Nha%20Mountain%20House&query_place_id=ChIJCTabuDK7ODERFToopMFd4nQ,https://www.google.com/maps/search/?api=1&query=Phong%20Nha%20Mountain%20House&query_place_id=ChIJCTabuDK7ODERFToopMFd4nQ,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no6F01YtvvJtLQHBdUMIdEuvhwv1-s9AMLAg1QQQY2i7QC8-J3nzgkJ4Hzzh1-nD5ouu89usfezhhbaMTEikKdtMlpL5VfBlOmnkt-BhEAML7HH8FtCk9tFeDSAwsEVQNXF_Y5EDg=w1920-h1080-k-no,https://photos.hotelbeds.com/giata/original/84/848265/848265a_hb_w_007.jpg?20250401070124,https://images.trvl-media.com/lodging/39000000/38930000/38929600/38929567/fa37682c_z.jpg,https://images.trvl-media.com/lodging/39000000/38930000/38929600/38929567/b4166eb7_z.jpg
Nam Long Plus hotel,,,17.4783081,106.6231399,4.5,339,28A Phan Chu Trinh,"Casual rooms in an unassuming hotel offering laid-back dining & a rooftop terrace, plus free Wi-Fi.",,+84 918 923 595,https://www.google.com/maps/search/?api=1&query=Nam%20Long%20Plus%20hotel&query_place_id=ChIJwYyD9ilXRzERb8CQhOTbjog,https://www.google.com/maps/search/?api=1&query=Nam%20Long%20Plus%20hotel&query_place_id=ChIJwYyD9ilXRzERb8CQhOTbjog,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrMHGGxJyEsLLhiy8wq9D6WyyCjB_YFWXV_N5Qtk3_8GTw_RT1XDsAaOYGxrStkpehQvetUNMAaSTpDEScgMvHhTTSC80KflX9Wb1-VlcZrvCuzz0CqKPcQlmsKMbDqfBhimU5CJA=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np39FXXVrx4Nm-Tu8PfuAzfT2LqALxMZJSTtXvwNookYMnFrP5-cRsKD0iZqbLh2TZoBmID2Clkdl9AmTEu_6IL8955YeIzbenlUPWXR8qtjs6Xqxbs44a1IU4afjNha_JL4fgmRA=w1920-h1080-k-no,https://images.trvl-media.com/lodging/13000000/12670000/12664600/12664570/8892c953_z.jpg,https://cdn.worldota.net/t/1024x768/content/a4/74/a47430869e88ce485622a6ea2043e37fb9a9d4a0.jpeg
Mộc Nhiên Quán,,,17.6434574,106.2621512,4.6,29,,,,+84 818 952 281,https://www.google.com/maps/search/?api=1&query=M%E1%BB%99c%20Nhi%C3%AAn%20Qu%C3%A1n&query_place_id=ChIJ0ySGlRS7ODERUVyaJMTfRxs,https://www.google.com/maps/search/?api=1&query=M%E1%BB%99c%20Nhi%C3%AAn%20Qu%C3%A1n&query_place_id=ChIJ0ySGlRS7ODERUVyaJMTfRxs,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noAxyGVMJ20M0-gH6dqr30W_cyHV18plwBDmI9tKTHX62VeBYqdSNCmoRvOJFVqgybUUjfnpRKpk6im8i2QAqPKrmosQscV1ULvxkkTT__FbmdFHDtKYllljuzq8-oMDCS0_m-hTA=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipNI7e4hXpMGPbsxCAPKQKPrKVmf67580WMLwdDC=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqyBD2PelkFw9NjBdLs_N8SonXoV_AxOcbQF_bZP_kotcrgkGFJV0VkS1rNalMdPhUB-qdB0T5yXfhrvOMrZUdAITsMDzl7JZXGJRpkxIEkZoBsYkh0uDEcutHfeMg8y9LqaVw=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrgV4rBpLmItNFDT0YLh1In2Ecx_w81zL-kP6f87p2lAPW9EeTttYtvUZ_WWYDp61GqvgDzyU5xFzSWGSPOS6GS_TkV71SKYLWPrzYvykeI_FRCf8c5tAWwRzER_xLLktTS006cNg=w1920-h1080-k-no
Nhà hàng Khánh Thuỷ,,,17.5882582,106.2587685,4.1,122,QL15,,,+84 818 320 999,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20Kh%C3%A1nh%20Thu%E1%BB%B7&query_place_id=ChIJJy8oO229ODERVv9uMOP4tC0,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20Kh%C3%A1nh%20Thu%E1%BB%B7&query_place_id=ChIJJy8oO229ODERVv9uMOP4tC0,https://lh3.googleusercontent.com/p/AF1QipNI9hFD1vdNVRPYwSIJIy4hWWVSGUK1EfNcnkTW=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipOH4N6hD6vAcb_IXDDbXsgsFeYeD0MAPnAElu0B=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJYn6fb_PVJqGC3RcOccScqn0zX0BmZBC1uHbEsB9ys9mk5Kk8xCQh3jYfdzlOaLA5war97lGqUkZQ3Bn0XcuSmK3u0KO0zsuAZfn6QFfKmMJnkNfoIOrgeuA9iSjbsyzmSQqN=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr8r9gGIkRs_DVpsZdio1ft3zHcJ9c8C3ViY-7xr1IptYuALtuzEW5CSp29u_M0P5KsMTus711tqJDlfMOunpNm6YxrqD-jDxdnclXsqIO2O25kS3wqtelwaDrq9THF7WMvtF_e=w1920-h1080-k-no
Phong Nha Escape Bungalow,,,17.6194093,106.3349923,3.9,142,J89M+QX9,,,+84 975 139 140,https://www.google.com/maps/search/?api=1&query=Phong%20Nha%20Escape%20Bungalow&query_place_id=ChIJ0VitiUi7ODERj5w7TtUKpAo,https://www.google.com/maps/search/?api=1&query=Phong%20Nha%20Escape%20Bungalow&query_place_id=ChIJ0VitiUi7ODERj5w7TtUKpAo,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7pb4SW8jbkWPkb-MdvzS0lKbAkjLi5mlhXtPOYk7z-N5qitVT8L0gyrv5U-OhDd9B0wBTivWpuNZLthIcn2IQSQZngZh4EdduIbG5cItMhJm5WkhI2cbLWkAY6q9d9Mj8VWlO=w1920-h1080-k-no,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/3f/ea/8e/phong-nha-escape-bungalow.jpg?w=2100&h=1400&s=1,https://photos.hotelbeds.com/giata/original/83/839202/839202a_hb_a_001.jpg,https://photos.hotelbeds.com/giata/original/83/839202/839202a_hb_a_002.jpg
Phong Nha Botanic Garden,,,17.5522499,106.3014891,4.4,1071,"Việt Nam, ĐT20",,,,https://www.google.com/maps/search/?api=1&query=Phong%20Nha%20Botanic%20Garden&query_place_id=ChIJvS69RoC6ODERA2OiVUQyw8s,https://www.google.com/maps/search/?api=1&query=Phong%20Nha%20Botanic%20Garden&query_place_id=ChIJvS69RoC6ODERA2OiVUQyw8s,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noGsrfi1vRC4wNXM4R8GJ2l1AgDd2FIAF7IlChO6QFhSMdrBszzon2ruxz8bKVD6EoXHrbgXq4_JZXwUrPo22jYUJ03AyWDWKiVeger4c24OwvbZPTi3Y8GPNEtGnAA2WQRW70k=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noTNrXPQV4hbCJaKqxP63bgWWgivd41a3WWdc-EFXHmCvifd_oTJRcqVMJ-12QQabvWI1dP9J89r0iGGE4esPfOQ-ZBxN1u3_kgo233bTyOxe0lP-zNmAhJQ6Rz74TIFwMnSwg=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7Fvoz5dPar1Xu3qhE-IR9_yTcMZYDa15rf96kYUvmB2kuStjwvZLOWZ_-kUBFcr0F039IE4OfetvNjXWX4_Ml6ZbdAk0Vqbc6Vyo_DZnZ-cHwRuoCZIlnGMaBMDs6Y53cjmYLyQ=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrpl_RJiJMQc_CBebVSLzfvqAnLZt1K8jhwpHYZWkxxNVUbR6IfYDWIRrgn3knjUpjyzgN0-1J4V3LpPs6OTH9OfhoTSXSkJEgFWNKPKOGxjV_wtGx-OrrFZbz76Wpvtcmfwx10=w1920-h1080-k-no
Phong Nha Motorbike tour,,,17.6057748,106.2998405,4.9,18,Hamlet,,http://phongnhamotorbiketours.com/,+84 983 902 215,https://www.google.com/maps/search/?api=1&query=Phong%20Nha%20Motorbike%20tour&query_place_id=ChIJ07wtY3-nODERWVl_LG0SGN4,https://www.google.com/maps/search/?api=1&query=Phong%20Nha%20Motorbike%20tour&query_place_id=ChIJ07wtY3-nODERWVl_LG0SGN4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqr7OIDO9h0E8lL9s9Ul6FUuKjSImj5-eTVoMKdjnL5udccmTr-NxB69DLGfQGfT1S5GDfLPo-47I7mSbzFS75mqGnUV-dUkYUE1mMhpTiw26_r9QPqjhDwfXeQZLNxe0_juejNjQ=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipPOvt6oaiG-fqVa3SkZSstVVPlz5ndq84zq5cln=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipOV1j0ndK7GV1UiN_xYzwB7mEwRkuvU86AaLy40=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipP24_yB6cqrsk8Xo9zr2wjEI4QfuPsrk0q5bJlT=w1920-h1080-k-no
Phong Nha Farmstay,,,17.6244259,106.3852997,4.7,667,1 Km East of Ho Chi Minh Highway,"Casual farmstay in a French Colonial building with an outdoor pool & a restaurant, plus area treks.",https://phong-nha-cave.com/,+84 917 910 055,https://www.google.com/maps/search/?api=1&query=Phong%20Nha%20Farmstay&query_place_id=ChIJCU_YmoWkODERzZult9uNggM,https://www.google.com/maps/search/?api=1&query=Phong%20Nha%20Farmstay&query_place_id=ChIJCU_YmoWkODERzZult9uNggM,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no1_y8cdUNZiu6_mpg4cu68Qv5MKOYfRcPYcrSrnpiVbu-lKuYFENX5GFmtisVqtCPIi_SfY99AF2-5unSWRhlpNliUWxy3CwIWxIxp3L_WN4zP9vRG6rjR_VgnJ3Qksp4dGEba=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipPNCb8fYFYODQ7ZuKYdlMWNY5xp33fHGDA76KLg=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np4ltHujirgTqI4t_Q4tKkHcRU33c69LKUgEw4JGvhtPLF8QNm-_oZrAHHa4XWz9VrWWUWdwIBuQcXBGshxBsasxeGgV4dOwYiMlwb8ym-BvSmy3byHoDFztO1zVAZiuucBhtg=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqnaJLp4lbdR8209CUHM5hRSEXwm6OfPSvZ_YWLtkBGYiXwlhmgm3qPq5WunFO8A6ikuSWRyQiXGuTBTaydy-KuWrs9HMJkjSdzrS81eQ0yp9VmH7lHTiXWuiJBEmw8XSakerPk=w1920-h1080-k-no
Greenfield Ecostay,,,17.6220277,106.3528582,5,117,,,https://greenfieldecostayphongnha.com/,+84 348 402 300,https://www.google.com/maps/search/?api=1&query=Greenfield%20Ecostay&query_place_id=ChIJJ1_zGPWlODERAsnQtiBtXJo,https://www.google.com/maps/search/?api=1&query=Greenfield%20Ecostay&query_place_id=ChIJJ1_zGPWlODERAsnQtiBtXJo,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqbku3w1bPVFz2MtYwFC_RDxThX-s1Dt-lNVpAPr18n1l4uc6kmz7q4IA90RrXBCRpKbRO0RqPtNjmG0f8UqKKQDlCRLKQQu1KC4oaO537PR0DM8zXKK3S50oSiorefbzu0ncNS=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipNEdHH3VFYGUKvR_gXftKwOdRrICsxllCNLoyJ1=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrnrZzIdkVxxSfmfcTmkRv8L8wzB8sKTucqLwc3ooYiob3YQlfuBW1y_3nZveG3_PoCUW1iiedzkiv83bW8JsNssqF3dTyFjKzQJBnfyPggAmpj_P062AKJ7FzzfSCzzfqZDwKg=w1920-h1080-k-no,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/85/0b/26/caption.jpg?w=1300&h=1000&s=1
