name,description,address,phone,email,website,latitude,longitude,image_url,gallery,tags,rating,review_count,google_maps_url,categories,booking_type,affiliate_link
Mộc Nhiên Quán,"Mộc Nhiên Quán is a serene vegetarian restaurant set amid lush greenery on the outskirts of Phong Nha, offering peaceful ambiance and wholesome local cuisine. The menu features traditional vegetarian dishes such as sour rib hotpot, fermented crab noodle soup, tamarind-pickled beef salad, and garlic-flamed eggs—each prepared with distinctive Vietnamese flavors. It’s ideal for visitors seeking light yet flavorful meals in a relaxed, natural setting with capacity for groups and private gatherings. The atmosphere is calm and welcoming, making it a great choice for enjoying healthy, authentic cuisine away from the bustle.","thôn 1, Bố Trạch District, Quảng Bình",+84 818 952 281,,,17.6434574,106.2621512,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noAxyGVMJ20M0-gH6dqr30W_cyHV18plwBDmI9tKTHX62VeBYqdSNCmoRvOJFVqgybUUjfnpRKpk6im8i2QAqPKrmosQscV1ULvxkkTT__FbmdFHDtKYllljuzq8-oMDCS0_m-hTA=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipNI7e4hXpMGPbsxCAPKQKPrKVmf67580WMLwdDC=w1920-h1080-k-no,,4.6,29,https://maps.app.goo.gl/ujJ1SiZbi3zatHUE7,Food & Drink,none,
Monkey Bridge - Cuong Rung Farm,"Monkey Bridge – Cuong Rung Farm is a rustic countryside attraction near Phong Nha that offers visitors a taste of rural Vietnamese life. The highlight is its traditional wooden “monkey bridge” crossing a calm river, perfect for photos and a bit of fun. The farm also features gardens, animals, and peaceful walking paths, making it a relaxing stop for families and nature lovers. It’s a great place to enjoy fresh air, try local food, and see authentic village life up close.","Bồng Lai, Bố Trạch District, Quảng Bình",+84 969 013 681,,,17.5860329,106.3481038,https://lh3.googleusercontent.com/p/AF1QipOHJ4IBq0gb12yjsA9MJQK6pmi5Avs1LESthk-d=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqiSv7BldQbQ0hIehZ-Zaonwfej6z7yPM0f6kzKkn9G1iNnu28iKLn2YLN0qg9522oE3nht5z7rT5KyBHH1dwfaMQE5MtxVLbSXXBYXIT88FFBOUNfVzmQtfNKPe_N0zg5KTbE=w1920-h1080-k-no,,4.9,1032,https://maps.app.goo.gl/JN1JgZTERnShMxaG8,Attraction,none,
Nam Long Plus hotel,"Nam Long Plus Hotel is a friendly, family-run hotel in Đồng Hới, just a short walk from the Nhật Lệ River, the beach, and the city center. The hotel offers comfortable, air‑conditioned rooms with views of the city, river, or sea. Guests can enjoy free Wi‑Fi, parking, and bike rentals, as well as helpful services for booking tours to Phong Nha and other attractions. With its central location and warm hospitality, it’s a convenient and budget‑friendly choice for travelers.",28A Phan Chu Trinh,+84 918 923 595,,,17.4783081,106.6231399,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np39FXXVrx4Nm-Tu8PfuAzfT2LqALxMZJSTtXvwNookYMnFrP5-cRsKD0iZqbLh2TZoBmID2Clkdl9AmTEu_6IL8955YeIzbenlUPWXR8qtjs6Xqxbs44a1IU4afjNha_JL4fgmRA=w1920-h1080-k-no,,,4.5,339,https://maps.app.goo.gl/hJvcwVds3q1XhFeY6,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=546528
Nava Hotel & Resort,"Nava Hotel & Resort is a stylish beachfront retreat located just steps away from the soft sands of Nhật Lệ Beach in Đồng Hới. The resort combines a seven-story hotel tower with spacious bungalows and villas nestled around tropical gardens and a sparkling outdoor pool. Guests can enjoy modern air-conditioned rooms with private bathrooms and terraces overlooking the pool or sea, and savor local and international dishes at the on-site restaurant and bar. With amenities like free Wi‑Fi, complimentary parking, daily housekeeping, a 24-hour front desk, and easy access to Phong Nha tours, it’s a smart and comfortable pick for beach lovers and cave explorers alike.",165 Trương Pháp,+84 232 3889 999,,http://navahotelquangbinh.com/,17.4907169,106.626684,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npGoJn4brA-TUkgq0gWlI3UpriUyj5TzFdiN0Pnm6n9aNQ971lStI7_tuGkIdP0BpnV1h-9X8GNEv5-rlkXrbGbyp5KKfl6f2Vg4D-fZaGRw2KU-8UPRmZ6opIESAABnl2CtfG0=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npivSMFI80v7giLaBZgNNCB6M1gxaRqLgGn7fJeLgefkrk5-ivtAu3UizZOODhKtjYGFvJnCjAj2Iqy5P5IahLx1ePc6mSsjPeOjMeBE5jGKWsxOABSodk8WegUuKxQbXLW4FC23w=w1920-h1080-k-no,,4.8,30,https://maps.app.goo.gl/NbseGTa6mfcsfbkh8,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=73954815
Nem Lụi - Bún Thịt Nướng LyLy 1,"Nem Lụi – Bún Thịt Nướng LyLy 1 is a popular local eatery in Đồng Hới, known for its delicious grilled pork dishes. Their bún thịt nướng features tender grilled pork served over fresh vermicelli noodles with herbs, peanuts, and a flavorful dipping sauce. The signature nem lụi—pork skewers grilled over charcoal—offers a smoky, fragrant taste that’s perfect for sharing. With generous portions, quick service, and a lively local atmosphere, it’s a must‑try for visitors wanting authentic Quảng Bình flavors.",124 Đường Hai Bà Trưng,+84 911 027 373,,,17.4706078,106.6170077,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr619VT-5GFA5mRKJbi5cwZ2Ma_6FEN1p2-yg-HyWzmkzKXmbawsLUN402GH3cwvOB0jCztIKZeVYeCCZGtn4cYrcOMSdZRvQHH7gbvc45zOwV_S61tDVQNysgLLmcL_JDbU1zqaA=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipOIUvp9rLiKiTWrTyeo1pjydgxjLdnGkyp80Tj3=w1920-h1080-k-no,,4.4,33,https://maps.app.goo.gl/PJjNKw3wgVjoz2xT8,Street Food,none,
New Beach - OVAN,"New Beach – OVAN is a relaxed beachfront guesthouse in Đồng Hới, offering direct access to a long, quiet stretch of sand just a few minutes’ walk from Nhật Lệ Beach. The property features simple but comfortable rooms and family suites with air conditioning and private bathrooms, many with garden or sea views. Guests can enjoy a small sun terrace, beachside lounging, and a peaceful garden setting. With free parking, friendly service, and a convenient location close to the river and downtown, it’s a great low‑key option for those looking to unwind near the coast or travel onward to Phong Nha.",18 Nguyễn Hoàng,+84 966 709 333,,https://www.ngoinhakhoedep.vn/newbeach,17.5025194,106.616992,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqORenMGz4lC1T4Jddbwop-jj1pBMMV1TkTDdhcNAp_8y1ts2D7IU_fWQw6kAeR3KII8tcxWkHdwgFApJnpdmS0E8s07k4uapm7b1JIavRAHXKCEa3aqO8Up_ZjQUUce8fwafbo=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipO_ejaRQaQkSlWv4-JlWB_Ca7qBhRUpKk3lhGMb=w1920-h1080-k-no,,4,1,https://maps.app.goo.gl/3r1mownmunAabHTR9,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=71446777
Newlife Homestay( thiện tâm homestay),"NewLife Homestay (Thiện Tâm Homestay) is a vibrant yellow-and-red Hoi An–inspired retreat situated right on Trương Pháp Street, just steps from Nhật Lệ Beach. The homestay features modern, air‑conditioned rooms including double, family, and triple layouts, many offering garden or beachfront views. Guests can enjoy a small outdoor restaurant and terrace overlooking the sea, and evening BBQ options in a relaxed, friendly setting. With free Wi‑Fi, complimentary parking, helpful hosts, and organized bike/moped rentals, it’s an inviting and convenient choice for travelers seeking a beachside stay with local charm.","Trương Pháp, Bắc Lý, Đồng Hới, Quảng Bình",+84 338 720 228,,,17.4995865,106.6223292,https://lh3.googleusercontent.com/p/AF1QipN04NVtH3SAIntwOaoC2JFaE7F1GVqh34T6EbdB=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipPfAAS8f6K47-XYO6ZkxL2TZYje6m4DVnCAFn6G=w1920-h1080-k-no,,4.1,51,https://maps.app.goo.gl/fyfXAYa7s5X7pUfc8,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=61734849
Nguyen Shack Retreat,"Nestled on a peaceful lake at the edge of the forest near Phong Nha, Nguyen Shack Retreat offers a tranquil escape in rustic private bungalows surrounded by nature. Yoga and meditation classes overlook serene water views and wooded hills, making it an ideal retreat for mindfulness and recharging. Guests enjoy an outdoor pool, bicycle rentals, and locally-inspired Asian meals served on-site, all with warm, attentive service. Located just a short drive from Phong Nha's famous caves, this retreat blends natural beauty, thoughtful design, and a relaxed rural atmosphere.","Cù Lạc 2, Bố Trạch District, Quảng Bình 511862",+84 966 551 103,,http://nguyenshack.com/,17.600623,106.3288853,https://lh3.googleusercontent.com/p/AF1QipOlpaEJq0NncDY2y3xgy7sxu0Qfma7pdikcO26G=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npmkHe-w6TZ4y6VnOUE4hipPmVAMzcw98M3D0Y8C7bKlHVGpf_pM1SUmM8S2VQ1QiJfwF0iwlTHLXYKF9QtVE7h3V1us73sLEn2nd8EMQwyueBhKXezGjcsT2f3670RINoCsOmB=w1920-h1080-k-no,,4.8,431,https://maps.app.goo.gl/dQbfps8fhVzewxEW9,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=46063426
Nhà hàng Bình Thiên Đường,"Nhà hàng Động Thiên Đường sits just outside the entrance to Paradise Cave in Phong Nha–Kẻ Bàng National Park. It offers a spacious, rustic dining setting surrounded by lush forest views—perfect for enjoying a meal after cave exploration. The menu features hearty Vietnamese dishes inspired by local flavors, including grilled meats, fresh vegetables, and regional specialties. With accommodating service and proximity to the cave site, it’s a convenient—and satisfying—stop for travelers exploring the area.",Đường Hồ Chí Minh - Nhánh Tây,+84 917 127 444,,https://www.facebook.com/bop.binh.547,17.5814208,106.2545996,https://lh3.googleusercontent.com/p/AF1QipPn8A3NRcBY-mcoFJgfd7GCWQdQp4oy3lao2fUc=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqVZGzo3HKuE8r4yx-yjgPWGbe4GasJK-TUcODTOe9xX3aOFnweiDVbRVEi0kx6SV4vip_DTR1f-S0JmPekBarULqAfweAkIJ9bbEVHmORNwbgRvfRUVDW6rUQFVT0w-8nC-gzgwjMNLTjl=w1920-h1080-k-no,,5,8,https://maps.app.goo.gl/Ah6maPk5F97u8J7u6,Food & Drink,none,
Nhà hàng Chang My,"Nhà hàng Chang My is a friendly, family-run restaurant in Phong Nha, known for its generous portions and home‑style Vietnamese cooking. Open throughout the day, it serves a variety of regional dishes including rice plates, noodle soups, and grilled meats. The casual setting and welcoming service make it a comfortable stop for both locals and travelers looking for a hearty, authentic meal.","H7H3+JQR, Hồ Chí Minh Tây",+84 917 065 171,,,17.5791218,106.2544042,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrxvRC04MvnjbELFmqiYX8CmJFWGmedVd4h-kbvrMtkSc10B0XhCjG0ZeKtJJ7XBI-JNV16Uup6leh9l49oFDwkrramimOQh2WcJbM62vPHiLSbmhXCYywn4hmi5zSm84NabgxrvA=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noZ_Z2QTAfnmZ9DgZkGpZYLv8AAtui9XFdjZf_LO6QNP2pAYPC6BN-czZRFNkRn3kTQoOxeuuKJu2PFDftWJYUpZr8aCMFfb1L6NqgO402eJqBw5s9Ywbl41iU3ygnKgcoFyVM-=w1920-h1080-k-no,,3.8,33,https://maps.app.goo.gl/huWKdnjNEkxFzjnC6,Food & Drink,none,
Nhà hàng Khánh Thuỷ,"Nhà hàng Khánh Thủy is a friendly, family‑run restaurant located in Sơn Trạch, close to many of Phong Nha’s main attractions. The menu features fresh, locally sourced ingredients with standout dishes such as river fish, grilled meats, and seasonal vegetables. Known for its warm hospitality and relaxed setting, it’s a popular stop for both locals and travelers. Its convenient location makes it an ideal place to enjoy a hearty meal after exploring the caves or countryside.","QL15, thôn Chày, Bố Trạch, Quảng Bình 510000",+84 818 320 999,,,17.5882582,106.2587685,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJYn6fb_PVJqGC3RcOccScqn0zX0BmZBC1uHbEsB9ys9mk5Kk8xCQh3jYfdzlOaLA5war97lGqUkZQ3Bn0XcuSmK3u0KO0zsuAZfn6QFfKmMJnkNfoIOrgeuA9iSjbsyzmSQqN=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr8r9gGIkRs_DVpsZdio1ft3zHcJ9c8C3ViY-7xr1IptYuALtuzEW5CSp29u_M0P5KsMTus711tqJDlfMOunpNm6YxrqD-jDxdnclXsqIO2O25kS3wqtelwaDrq9THF7WMvtF_e=w1920-h1080-k-no,,4.1,122,https://maps.app.goo.gl/waw3zKr3SWwyw2sS7,Food & Drink,none,
Nhà hàng Mộc Hoa Viên,"Nhà hàng Mộc Hoa Viên is a riverside seafood restaurant in Đồng Hới, offering scenic views over the sparkling Nhật Lệ River. The setting evokes traditional Vietnamese charm with garden-like décor, clay‑roofed structures, and open terraces. The menu centers on fresh seafood—such as live squid, grilled shrimp, fish hotpots, and salt‑and‑chili prawns—prepared with local flavors and seasonal ingredients","FJ3Q+2F4, Hà Thôn, Đồng Hới, Quảng Bình",,,,17.4525088,106.6386962,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nplKfnL9b5_DDvv-jVYGaiKZ-GxdE8y7jUKwLtyJNmGQvA7GyTlW-aDYpOnVt1MKtOrlJPvhsj5ZAwr_X1F-Ahq6IxJKF2Y27wqBLSzmmUkpXgJ4uV5xQFPZvOak-tsqB2YmWlE0Q=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nphYUV1BixZfi21c0z0UyIwF68YzF7YJEpWXUNq6V_MZrjmmxilqA2vfxtAves_S9dE4wjbLaUoH2c2UytDlST1IAzC3Q0BmSVgo2AOWKdsmia2BJDuZc4sDUF8yf4JyqKUXkEf=w1920-h1080-k-no,,4.6,27,https://maps.app.goo.gl/PXr7oXQns7ZWGREV7,Food & Drink,none,
Nhà Hàng Ngà Danh,"Nhà Hàng Ngà Danh is a cozy family-style restaurant tucked away in a riverside hamlet just a few kilometers from Phong Nha town. The menu features a variety of Vietnamese comfort dishes—like clay-pot fish, spicy tamarind soup, and fresh noodle bowls—plus seasonal seafood specialties caught locally. With garden seating shaded by bamboo and lanterns, generous portions, and friendly local service, it offers an inviting and authentic culinary experience. Ideal for travelers seeking traditional flavors in a peaceful, village atmosphere.","Thôn, Kim Bảng, Minh Hóa, Quảng Bình, Vietnam",,,,17.77726451,106.0046817,https://lh3.googleusercontent.com/p/AF1QipNUxcwmfQClh8daZxkylyN31mM5mgbelsx-nWSM,,,5,2,https://maps.app.goo.gl/qDbrgzAFRCqXFv1X9,Food & Drink,none,
Nhà Hàng Phương Nam II,"Nhà Hàng Phương Nam II is a popular family-style restaurant located in Đồng Hới, offering a warm and casual dining experience. The menu highlights central Vietnamese cuisine, featuring specialties such as grilled seafood, flavorful noodle soups, rice plates, and fresh salads. Known for generous portions, fair prices, and attentive service, it’s a trusted spot among locals and visitors alike. With indoor and outdoor seating and a welcoming atmosphere, it makes for a satisfying stop either before heading out to explore or for winding down after a day’s adventure.",Hang Tối Chày Lập,+84 915 519 819,,https://www.facebook.com/NhaHangPhuongNam2,17.5779094,106.2542572,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrMDInVLGNKhgixcP8OVYB-ub6QiDhHo1oYbvmpVVk5YCcScWgDB_Z1fBLGoe0oKGEetjaZEw59SGdUp55wc_Opb3hD4IRFZCv_LvSEw3BCt3WYjiRvs_7Oomb1Cuy1qaiK9gft=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipObLrRsrtCeq6-UsW4IOihXGyvgikqEwaWyal3J=w1920-h1080-k-no,,3.9,365,https://maps.app.goo.gl/X2jkk5ewmtJoCU1N8,Food & Drink,none,
Nhà Hàng Vườn Anh Tuấn,"Nhà Hàng Vườn Anh Tuấn is a charming, family‑run restaurant in Sơn Trạch, just outside Phong Nha town. It specializes in authentic Vietnamese countryside cuisine, with popular dishes like river fish in ginger sauce, tamarind crab, and fresh seasonal vegetables. The atmosphere is warm and rustic, with generous portions and friendly service. It’s a favorite stop for travelers looking to enjoy traditional flavors in a peaceful garden setting.","H7H3+QV7, Phúc Trạch, Bố Trạch, Quảng Bình",+84 944 648 135,,,17.5794125,106.2546678,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqsQZCetAkhb4gpV6B7IwfsuGyKBMtVblPQx-vEnvRUjEGVbOxO9Kgtv6vwYUvaopJpEVxKLTuWYFbY1mE2anA_NOgmJkVlQqS8KUrTD0TsA-by7cznNWzVHGhfnlIVEALXTvKSk3Uz--oS=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npbkTHEKZJJ2H0HSF-V17HnEhd6zGqcvht2s4alvCwoR8lxpfPXktNRIpycDObOwGrgCk98K2_lkG_0WNbgLQ9BJHmJQJ6t4WF7Ifcx1KV0GmSMJBKujbngmw8t8ez8RVuKhqEcyw=w1920-h1080-k-no,,4.5,120,https://maps.app.goo.gl/utmtjxXuSeWkXgqG7,Food & Drink,none,
Nhà nghỉ Đồi Sim,"Nhà nghỉ Đồi Sim is a simple, welcoming guesthouse nestled near rural landscapes just outside Phong Nha town. It offers comfortable private rooms equipped with air‑conditioning, clean bathrooms, and basic amenities for a restful stay. Guests enjoy a peaceful garden setting surrounded by countryside views, and often benefit from friendly service, bike rentals, and local advice from the host. It’s a quiet, budget‑friendly choice for travelers seeking a rural escape while exploring the caves and trails of Quảng Bình.","H7J3+4P8, QL15",+84 357 261 779,,,17.5808536,106.2541923,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqYz8WFRWAznGIWiqOlzRY6NgRP6UcvYDOBD__BA0WAJhWIU9Iw9ehMjdr0Jt530RFFSjs2yzeiffwhoZCQFoVTCZpt4af7CLEOySgoVVpmof5T5OVxU5w8FNjExVKZaRMbF-sQ=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipN3b9VXuqhqP0QPlXVB_EbUYeJ8Tl2SY7ZOkzSd=w1920-h1080-k-no,,4.4,12,https://maps.app.goo.gl/889y8s9FwYapor8X9,Accommodation,none,
Nhà vườn Thuyền Trưởng (The Captain's Garden House),"The Captain’s Garden House is a charming garden homestay tucked just outside Phong Nha town, offering a peaceful retreat surrounded by greenery. The property features cozy riverside bungalows and private rooms with balconies or terraces overlooking lush gardens and tranquil water views. Guests can enjoy leisurely outdoor seating with hammock spots, local meals served family‑style, and lush paths amid tropical plants. Welcoming hosts, bike rentals, and a friendly atmosphere make it a warm and relaxing base for exploring caves and countryside just minutes away.",Điện Biên Phủ,+84 847 399 999,,,17.4487466,106.6409599,https://lh3.googleusercontent.com/p/AF1QipOEOac9OZTpeijtX4bkzrUtzYxYL6RqgPhDRnRO=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipOOAd-xUSuh9oJMRZxAQmsbttCo_GYErGm4CSVD=w1920-h1080-k-no,,4.4,14,https://maps.app.goo.gl/qCUhvTT9tw84CkCR8,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=58279658
Oxalis Adventure Tours,"Oxalis Adventure Tours is the leading adventure company in Phong Nha, specializing in guided trekking and caving expeditions. They are the exclusive operator for world‑famous caves such as Hang En, Tu Lan, and Son Doong, offering trips that range from easy one‑day adventures to challenging multi‑day jungle treks. All tours are fully equipped with safety gear, experienced guides, and support teams to ensure both safety and enjoyment. Known for their professionalism, excellent organization, and knowledgeable staff, Oxalis provides unforgettable experiences deep in the heart of Phong Nha–Kẻ Bàng National Park.","Phong NHA, Bố Trạch District, Quảng Bình",+84 919 900 357,,https://oxalisadventure.com/,17.6005844,106.2950967,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqm6N4BDbQbXAd6qiC5Q2v4QDzhXDVdOxLmuapeXHQSEGSJpW5Kis5fO21pm73r5hu9GlB22chuLyRW0YDKk0Qb6cqZHPOulWXInmUH9gkq0VQG3t7mTNxLnPh4dLmxb5XD9CmYk66HSc0=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nop9mcZjHWnZ2WQGTIp0yyva9ijBupPieDlhwh9Y2erpODb3ShRSwP8AkRkhYvTey1PEAAh_j9kpcws3YOSAWIq74qYE9veCmmQ2Xgb-q8mjpevuTberKTAvBxw9UEQsVBxIJqJ9aB-HQDo=w1920-h1080-k-no,,4.8,1034,https://maps.app.goo.gl/YTaULTHmFEB7BaLt8,Tour,none,
Phong Nha - Ke Bang National Park,"Sprawling national park in lush surrounds featuring a network of wet caves, rivers & waterfalls.",,+84 232 3677 021,,https://phongnhakebang.vn/,17.477679,106.1340395,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqi6lNhv00Nkxxihze4KSRBFwcxG_2bXnFm40H9DyEIvfPkz017rJO7kPZ9_-FYk1wugGBMR6R8-RfGGrJHhl2N7Jq8__Ki44HLZme27Q0h3XujtKrl29AbKC_6Y0ZOJcd2Cvde=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqU49zPxQbAcYZV5DUyWPrr-rlDLn-ShY9PguOG0-w8so5jRzH9docOV3lwzEFwXnfBcSmGz0v6ncJDxohP78ezYIMWE6rlOYr-cobuZvRkJ-nepXra7uT5CT7mpwRPiAS6m4T0=w1920-h1080-k-no,"cave,",4.7,785,https://maps.app.goo.gl/erQ2MnCpRGiTF3by8,Attraction,none,
Phong Nha Botanic Garden,"Phong Nha Botanic Garden is a 40‑hectare nature reserve inside Phong Nha–Kẻ Bàng National Park, about 12 km from Phong Nha town. Rather than manicured gardens, it features raw jungle terrain rich with over 500 plant species, towering ancient trees, and wildlife such as monkeys, hornbills, and colorful butterflies. Visitors can follow self‑guided trails leading to the 30‑meter Wind Waterfall and the crystal‑clear Vang Anh Lake, where swimming is possible. With scenic viewpoints, wildlife areas, and tranquil forest paths, it’s an ideal spot for nature lovers seeking an accessible jungle experience.","Việt Nam, ĐT20, Sơn Trạch, Bố Trạch, Quảng Bình",,,,17.5522499,106.3014891,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noGsrfi1vRC4wNXM4R8GJ2l1AgDd2FIAF7IlChO6QFhSMdrBszzon2ruxz8bKVD6EoXHrbgXq4_JZXwUrPo22jYUJ03AyWDWKiVeger4c24OwvbZPTi3Y8GPNEtGnAA2WQRW70k=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noTNrXPQV4hbCJaKqxP63bgWWgivd41a3WWdc-EFXHmCvifd_oTJRcqVMJ-12QQabvWI1dP9J89r0iGGE4esPfOQ-ZBxN1u3_kgo233bTyOxe0lP-zNmAhJQ6Rz74TIFwMnSwg=w1920-h1080-k-no,,4.4,1071,https://maps.app.goo.gl/FmsG5Jdfo5TfWm5o8,Attraction,none,
Phong Nha Dawn Homestay,"Phong Nha Dawn Homestay is a welcoming riverside retreat located just outside the center of Phong Nha town. The property offers comfortable rooms and bungalows with air‑conditioning, private bathrooms, and views of the garden or river. Guests can relax on the terrace, enjoy home‑cooked meals, and make use of free bicycles to explore the surrounding countryside. Known for its peaceful setting and friendly hosts, it’s a great choice for travelers looking for a quiet and relaxing stay near the national park.","Cù Lạc 1, Bố Trạch District, Quảng Bình, Vietnam",,,,17.61533222,106.3181083,https://lh3.googleusercontent.com/p/AF1QipNtN6RljNH6niXTsXw8pEqnSNIdcoWbRYKph-6T,,,4.9,200,https://maps.app.goo.gl/wEV5ksP1C29xXCmy5,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=6412846
Phong Nha Escape Bungalow,"Phong Nha Escape Bungalow is a peaceful riverside retreat located a short drive from Phong Nha town, surrounded by tranquil gardens and mountain views. The property features cozy bungalows and rooms, many with balconies or patios overlooking the river. Guests can relax by the outdoor pool, enjoy complimentary breakfast, and make use of free bicycles to explore the countryside. With warm hospitality and a quiet setting, it’s an ideal place to unwind after exploring the caves and national park.","J89M+QX9, Phong NHA, Bố Trạch, Quảng Bình 511860",+84 975 139 140,,,17.6194093,106.3349923,https://photos.hotelbeds.com/giata/original/83/839202/839202a_hb_a_001.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/3f/ea/8e/phong-nha-escape-bungalow.jpg?w=2100&h=1400&s=1,,3.9,142,https://maps.app.goo.gl/FnJKP6HhJZ1LB4iB8,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=7346720
PHONG NHA FAMILY RESTAURANT (NHÀ HÀNG GIA ĐÌNH VIỆT NAM),"Phong Nha Family Restaurant is a charming, family-run eatery located inside the Phong Nha–Kẻ Bàng heritage area, favored by both locals and travelers. The diverse menu features authentic Vietnamese dishes—from pho and spring rolls to banh mi, stir‑fried noodles, and fresh seafood—each prepared with flavorful regional herbs and a renowned homemade peanut sauce. Generous portions, vegetarian-friendly options like tofu and aubergine, and set menus ensure great value and variety. Friendly staff, indoor and outdoor seating, a relaxed garden space, and amenities like a pool table make it welcoming and convenient for an enjoyable meal after exploring the caves",Thôn 1 Cù Lạc,+84 334 046 065,,,17.6134894,106.3161763,https://lh3.googleusercontent.com/p/AF1QipNt1HpEjZwMo8dXfdW9o_3ypcMni32xSynnCv0=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipOuS45IluClGJB_jKJ3QfHnzThbS8zXhTHm-HQ=w1920-h1080-k-no,,4.8,511,https://maps.app.goo.gl/H6RZuCGgnVfcg7ro6,Food & Drink,none,
