name,description,address,phone,email,website,latitude,longitude,image_url,gallery,tags,rating,review_count,google_maps_url,categories,booking_type,affiliate_link
Phong Nha Farmstay,"Phong Nha Farmstay is a boutique countryside retreat set among rice paddies and limestone mountains, about 10 km from Phong Nha town. The property offers rustic yet comfortable rooms with air‑conditioning, private bathrooms, and beautiful views of the surrounding farmland. Guests can relax by the swimming pool, enjoy sunset drinks, explore the countryside by bicycle, or take part in local tours arranged by the friendly staff. With its peaceful rural setting and warm hospitality, it’s an ideal base for both relaxation and adventure.",1 Km East of Ho Chi Minh Highway,+84 917 910 055,,https://phongnhafarmstay.com/,17.6244259,106.3852997,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np4ltHujirgTqI4t_Q4tKkHcRU33c69LKUgEw4JGvhtPLF8QNm-_oZrAHHa4XWz9VrWWUWdwIBuQcXBGshxBsasxeGgV4dOwYiMlwb8ym-BvSmy3byHoDFztO1zVAZiuucBhtg=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipPNCb8fYFYODQ7ZuKYdlMWNY5xp33fHGDA76KLg=w1920-h1080-k-no,,4.7,667,https://maps.app.goo.gl/RLM1uYYJ2WVNzJUC7,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=5860508
Phong nha funky beach,"Phong Nha Funky Beach is a rustic riverside spot just a short drive from Phong Nha town, set within a grove of bamboo and overlooking calm river waters. This unique destination blends relaxation with fun — visitors can wade, swim, paddle basket boats, try rope swings or balance across simple “monkey bridges” over the water. With sand banks, riverbank swings, and deckchairs inviting sunset watching, it’s a scenic game playground perfect for families and adventurous travelers. Often busy between late afternoon and sunset, the upbeat yet tranquil vibe makes it a memorable spot to unwind after cave tours or jungle trekking.","Cổ Giang, Bố Trạch District, Quảng Bình, Vietnam",84877712233,,,17.62395531,106.3520604,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr_ZU7GlkG7CXn1QyamWvCRHdW7sIYtUsGvl-88FgsPCHFm928rBVwZ4Ae-bwLalp_weKG4r5h_vHPRYIQL2nTeejQr1N6P9n-H3EKVPjtucZtYjM8lise5UUzs1MMaaepY1sFy,,,4.8,127,https://maps.app.goo.gl/yNDgJoRdrFGtqrVK7,Attraction,none,
Phong Nha green riverside city,"Phong Nha Green Riverside City is a peaceful riverside guesthouse with beautiful views of the Son River and surrounding limestone mountains. The rooms are bright and comfortable, with balconies or terraces overlooking the gardens or river. Guests can relax on the outdoor terrace, enjoy home‑cooked meals, and take advantage of bike rentals for exploring the countryside. Its friendly atmosphere and excellent location make it a perfect base for visiting the caves and natural wonders of Phong Nha.","J89M+MM, Sơn Trạch, Bố Trạch, Quảng Bình",,,,17.6192425,106.3342258,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npeNJy--9rS4TGkt4UvYtXh2MlpaFMXEMAftdxmF8DqEQouIndpxAgJv3JfPJPrqRK0AkaWW86ZH9EYrJTi-k1vldnDkyLCaRo_tCLofjKMhI_ll1UswNQ_or5iaZSrxBd8Bzdn=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noolQGJelPsliM3q8geq7Jiifs_Cazw1Ok_yfOOGg74URweClBWmJFW5KosPvsTwC1KewRyZG9WeZelP-cMJHzP8jNy0_NEvN7OVror-ImeHhQoDZK9VogsqWPDJ9xebqxek-w=w1920-h1080-k-no,,5,2,https://maps.app.goo.gl/PXzQyGf2nnKTmAfr7,Accommodation,none,
Phong Nha Mountain House,"Phong Nha Mountain House is a peaceful, family‑run retreat set just outside Phong Nha town with views of lush hills and gardens. The property features cozy wooden stilt cabins with balconies, large windows, and comfortable interiors equipped with air‑conditioning and private bathrooms. Guests can enjoy a tranquil garden terrace, complimentary breakfast, and free bicycles for exploring the surrounding countryside. With warm hospitality and a quiet rural setting, it’s an ideal base for relaxing between cave adventures.","ĐT20, Sơn Trạch, Bố Trạch, Quảng Bình",+84 399 187 375,,https://www.facebook.com/profile.php?id=100089513217468&mibextid=LQQJ4d,17.5945339,106.2868804,https://images.trvl-media.com/lodging/39000000/38930000/38929600/38929567/b4166eb7_z.jpg,,,4.8,60,https://maps.app.goo.gl/oA9HgzwmFgWKF1Q98,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=2607503
Phong Nha Palafita Bungalow,"Phong Nha Palafita Bungalow is a tranquil countryside retreat surrounded by rice fields, just a short ride from the center of Phong Nha town. The property offers spacious bungalows with balconies overlooking the mountains and paddies, along with a peaceful outdoor pool for relaxing after a day of exploring. Guests can enjoy fresh home‑cooked breakfasts, use free bicycles to explore the countryside, and take advantage of warm, attentive hospitality from the hosts. With its scenic location, comfortable rooms, and laid‑back atmosphere, it’s an ideal base for a quiet stay near the national park.","Cổ Giang, Phong NHA, Bố Trạch, Quảng Bình, Vietnam",84382479313,,,17.61175655,106.3486905,https://lh3.googleusercontent.com/p/AF1QipPgrI9SGEvF2OfguGwSxzCjgITl6SIyFNYUq_Q7,,,4.8,151,https://maps.app.goo.gl/XfwVGSNxBCZXiw1d6,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=6425077
Pub with cold beer,"Pub With Cold Beer is a rustic riverside spot hidden in the Bong Lai Valley, a short ride from Phong Nha town. It’s famous for serving ice‑cold beer and farm‑fresh grilled chicken with homemade peanut sauce. Visitors can relax in hammocks, play a game of pool, or cool off in the river while waiting for their meal. With its laid‑back atmosphere, simple local food, and scenic countryside setting, it’s a must‑visit stop for travelers exploring the valley.","Hưng Trạch, Bố Trạch District, Quảng Bình, Vietnam",84397428778,,,17.59835405,106.3635971,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no-2b7Of4-ejtxAbmps59vqCpXosANJP42TSdJUMuOXr-gz5S-J6WkiuHbkCHyHkyLSZgftSzMGCEqACTjmKZ6iNyTMxhu5hqSnfgnWrrcfpqkoUvVPw3BQ8PS5eR7047z0HmvPMg,,,4.5,300,https://maps.app.goo.gl/3MZpAqYdxHZs41K49,Food & Drink,none,
Quán Ăn 86 Tâm Thịnh Popular restaurant,"Quán Ăn 86 Tâm Thịnh is a beloved local eatery located on Trường Chinh Street in Đồng Hới, known for its affordable, generous family-style portions. The menu features grilled and stir‑fried dishes, crispy-fried seafood, savory noodle soups, and seasonal specialties using local ingredients. The lively casual setting and friendly service make it a favorite among both locals and visitors looking for authentic, hearty Vietnamese flavors. It’s especially popular for dinner groups, casual gatherings, and dishes served on communal platters.","H7M4+WFQ, xóm Chày, Bố Trạch, Quảng Bình, Vietnam",,,,17.58529431,106.2561847,https://lh3.googleusercontent.com/p/AF1QipM9Y4wBdzQ7iYhQvoj31N_UVLHmnFSHw8Muff9E,,,4.5,16,https://maps.app.goo.gl/jTjwynTkYJbm6FCb7,Food & Drink,none,
Regal Collection House,"Regal Collection House is a stylish 4‑star beachfront property located in the Bảo Ninh area of Đồng Hới, offering beautiful views of both the sea and the river. The building features elegant Indochine‑inspired design and well‑appointed rooms, many with balconies overlooking the coast. Guests can enjoy an indoor pool, beachfront access, a fitness center, and an on‑site restaurant and bar. With its refined design, comfortable facilities, and prime location, it’s an excellent choice for travelers seeking a relaxed yet upscale stay near Phong Nha.","Đường Võ Nguyên Giáp, Bảo Ninh, Đồng Hới, Quảng Bình 47000, Vietnam",,,,17.45749905,106.6452345,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nprdeUsXYCC7WYGcAgpUtS-lxPHdwCIfoD829_gPn3-n6RA4aV4FB3-Uv2IRFFN7FRJSYWUzNzuB36DDL-8pHf6uoKZXtQ35je27-oQAKpVQuJxLlfbkpEOywl9RBmaxE56ofoICA,,,4.7,242,https://maps.app.goo.gl/XsmLZbD4J9SJQq5b8,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=35445329
RiverView HomeStay,"RiverView HomeStay is a peaceful riverside guesthouse located in Phong Nha village, close to the center of town. The property offers comfortable rooms and family suites, many with views of the river, gardens, or surrounding mountains. Guests can enjoy complimentary bicycles to explore the countryside, relax on the terrace, and start the day with a freshly prepared breakfast. With its quiet setting, friendly hosts, and convenient location, it’s an excellent choice for a relaxed stay near Phong Nha’s attractions.","Ngõ 93 Trương Pháp, Bắc Lý, Đồng Hới, Quảng Bình, Vietnam",84326716342,,,17.48430346,106.6262059,https://lh3.googleusercontent.com/p/AF1QipOFH1l58XFN0wV96gUpkpp-HhJKLCdMN6kND1Gz,,,4.4,143,https://maps.app.goo.gl/EucM8iAPMVKGw5486,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=61453548
Rumba,"Rumba Restaurant & Bar is a stylish venue in Đồng Hới offering a refined dining and drinks experience with a relaxed atmosphere. The menu blends Vietnamese, Asian, and Western dishes, all prepared with fresh ingredients and creative presentation. Guests enjoy attentive service, a comfortable setting, and a welcoming ambiance that makes it a perfect place to unwind after a day of exploring.","FJ8G+6H3, Quách Xuân Kỳ, Đồng Hải, Đồng Hới, Quảng Bình, Vietnam",,,,17.4658626,106.6264292,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJD_-wNlvsTyxQYr_VEXaBUgvz1ZHtqdv5KVzHVCr931w2NX6qU9Qe06bQXBQgwx0iZkC2BIstRCfbQ_U-6VKxJMmDcS7gvZZvpxLrrg0XZHz9J-M9tM_I3TgtVtJP9Qb4kK4,,,4.2,6,https://maps.app.goo.gl/NoJQYyvWHRYq1Y8A6,Food & Drink,none,
Sea Star Resort Quang Binh,"Sea Star Resort Quảng Bình is a relaxed beachfront retreat located on Quang Phú – Nhật Lệ Beach, just a short drive from Đồng Hới city center and the airport. The resort offers modern bungalows and guest rooms, many with ocean or garden views, equipped with air‑conditioning, private balconies, and comfortable amenities. Guests can enjoy multiple outdoor swimming pools, a private sandy beach with loungers, and on‑site dining with fresh seafood and local dishes. With its family‑friendly atmosphere, scenic seaside setting, and easy access to Phong Nha, it’s a great choice for combining beach relaxation with adventure.","Nhân Trạch, Bố Trạch District, Quảng Bình 510000, Vietnam",,,http://www.seastarresort.vn/,17.52984878,106.5969634,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFzhwDxAfU19ksIdCTTWyqi_2Wbu96ZC9oztCOQC_tyClha_6QfILfDX70yTKAYfs5YFkjByJyPAUBMctWtWIcoUSB5vX7XL9RwQkkBeGyyoRgOKxuLJUbzcKX-vBI5Msa2nHflg8GYGErLo5-a5gWCnJ1LKMJEVtOvna_DpUCWxbrbBKnq6uqfIg,,,4,841,https://maps.app.goo.gl/iqDbRUVm1wquUJL68,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=4913147
Sealand homestay,"Sealand Homestay is a charming family-run accommodation nestled in a quiet alley of Bảo Ninh, just a short stroll from Nhật Lệ Beach and Đồng Hới city center. The homestay combines classic colonial-style décor with modern simplicity and neutral tones, set amid garden greenery and flowering plants. Rooms are clean and comfortable, featuring air-conditioning and options for families, couples, or small groups. Guests frequently praise the friendly hosts, fresh breakfasts, helpful bicycle and motorbike rental service, and peaceful courtyard ambiance—making it a relaxing, affordable base for exploring local beaches and Phong Nha adventures.","Đồng Dương, Bảo Ninh, Đồng Hới, Quảng Bình, Vietnam",,,http://thuexemayquangbinh.com/,17.47698305,106.6353871,https://lh3.googleusercontent.com/p/AF1QipMNdv2Q9tO3WsCfaqKrtLRbhaGw_geI_Nz9VHh2,,,4.8,141,https://maps.app.goo.gl/6MtymM4uzBSXfpqE9,Accommodation,none,
Sun Spa Resort,"Sun Spa Resort Quảng Bình is a sophisticated beachfront resort perched on a peninsula bordered by both the pristine Bai Ninh beach and the tranquil Nhật Lệ River. Set within lush landscaped gardens spanning nearly 29 hectares, it blends classic Indochine design with modern comfort across bungalows, villas, and suite-style rooms. Guests enjoy amenities including expansive outdoor pools, a spa and wellness centre, yoga sessions, beachside lounging, and on-site restaurants—all served with attentive hospitality in a peaceful seaside setting","FJJM+3FX, Võ Nguyên Giáp, Mỹ Cảnh, Đồng Hới, Quảng Bình, Vietnam",,,https://sunsparesortvietnam.com/Rooms-Rates.html,17.48053744,106.6338305,https://lh3.googleusercontent.com/gps-proxy/ALd4DhErbA1wXuXsDJCC_C6_O0cePcA1IkyNupux6W1xK6yFqoePdQzPhpIVS9AuhxyANtKXM1oSUIJj02TaVEz3arWJVN1WLE7DUdwvTjsYoKmrMhNH6Hgk57Rbzdepg1Mm7O8q-QWTpWfxG0W7p5qR8q69Iotr2IJ7FjJEEKy1yDhcHLvLcUOXc46T,,,4.3,1810,https://maps.app.goo.gl/qPJjZoDsoDVz4ViZA,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=292633
Sunflower Nhật Lệ,"Sunflower Nhật Lệ is a relaxed beachfront hostel and small resort located directly on Nhật Lệ Beach in Đồng Hới. The property offers a mix of dorms, private rooms, and family suites with air-conditioning and private bathrooms—all within easy walking distance of the sand and sea. Guests can enjoy a casual beach bar, BBQ area, billiards, bike rental, and walking tours to local sights. With free parking, friendly service, and a vibrant yet chill beachside vibe, Sunflower is a popular budget-friendly base for travelers combining sea time and nearby Phong Nha adventures.","Trương Pháp, Quang Phú, Đồng Hới, Quảng Bình 510000, Vietnam",,,http://fb.me/sunflowernhatle,17.50197118,106.6208931,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBaHix1Bj2Cpa77RmmDJe08sLTcGvox49KGDIwkH6AxBi4P2Mb40dXf72NEFs4XBf6LbFomeRjxMiq-5vtk3hQbdk7oTDSJ1XogU8A9edx4ETOVCukmC8uj2gmDwVPLaQCMkI,,,4,191,https://maps.app.goo.gl/yAj6wAjpLM9xC3nq8,Accommodation,none,
SUSHI CÔ MO,"Sushi Cô Mo is a cozy Japanese restaurant in the heart of Đồng Hới, offering a charming and intimate dining atmosphere. It specializes in sushi and sashimi dishes—such as fresh salmon, eel nigiri, and crispy tempura rolls—prepared with great care and beautifully presented. The dining space is thoughtfully designed and comfortable, making it ideal for date nights, small gatherings, or relaxing meals with family. Known for high-quality ingredients, artistic plating, and attentive service, Sushi Cô Mo is a standout choice for Japanese cuisine in the city.","14A Lý Thường Kiệt, Phường Hải Thịnh, Đồng Hới, Quảng Bình 47107, Vietnam",,,,17.47377499,106.6212358,https://lh3.googleusercontent.com/p/AF1QipPjzeucFapaXthRrZSOeuuSkMBTJLZZH6ACr9Ek,,,4.4,36,https://maps.app.goo.gl/8CVfjwsnYtq1XoL49,Food & Drink,none,
Tân Hóa Rural Homestay,"Tân Hóa Rural Homestay is an authentic village stay set in a peaceful riverside community surrounded by limestone mountains and green fields. The unique floating houses are designed to adapt to seasonal flooding, providing a safe and comfortable experience year‑round. Rooms are simple yet comfortable, with air‑conditioning, private bathrooms, and scenic views of the river or village. Guests can enjoy home‑cooked local meals, use bicycles to explore the countryside, and join guided tours to nearby caves and cultural sites, offering a genuine connection to rural life in Quảng Bình.","Q382+8X, Minh Hoá, Minh Hóa, Quảng Bình, Vietnam",,,https://brit-rail-adventures.eu/tan-hoa-rural-homestay-vietnam,17.76618688,106.0515162,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nohXYM22UAjN0Whdq9osk6WJ8Zxs1zPtdvu1BxIA_cW4ccFSvMBJu8fTq04iFHS5l6egLL-NeBqNfGMKux8b2NDJxtQ5coCAne3BfvxmHnwEPiRQrOVqflaaaRRJjGL2SCJOnGaApGeT_c0,,,,,https://maps.app.goo.gl/zYhHUnGRKYY2jFRT9,Accommodation,none,
Thai Binh Street Food and Drink,"Thai Binh Street Food & Drink is a lively street-side eatery in Đồng Hới where locals and travelers enjoy authentic Vietnamese dishes at affordable prices. The menu includes a variety of central Vietnam specialties such as grilled meats, noodle soups (like chao canh), and local snacks including bánh lọc and bánh bèo—often paired with flavorful dipping sauces. The casual, open-air setup buzzes with energy over evening meal hours, making it a favorite for experiencing true local street food culture. Friendly service and generous portions make it a reliable spot for a hearty, unpretentious meal after exploring the city.","54 Nguyễn Du, Đồng Hải, Đồng Hới, Quảng Bình, Vietnam",,,,17.47737045,106.6235631,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrshDZIVlJ3EAgc44EC0pvPZJTbAc4-yv5zHAm8TR_znMxLKZaZKvfnJE0uBNjYTzlo37frNBpiJMb2YbkyEUmk-sUZazVPTUKQU7UteLYFj4wvTbm9ex1BfpJPc1TJVMwHdOjpSg,,,3.8,12,https://maps.app.goo.gl/n921x6BnaSTiXDMNA,Food & Drink,none,
Thai Hoang Villa,"Thai Hoàng Villa Quảng Bình is a modern beachside villa-style accommodation located just a few minutes’ walk from Nhật Lệ Beach in Đồng Hới. The spacious property offers 2–6 bedroom units, each equipped with air-conditioning, minibar, private bathroom, and balconies or terraces ideal for relaxing. Shared amenities include a garden lounge, rooftop terrace, BBQ area, and a communal kitchen perfect for casual meals or gatherings. With a tranquil seaside setting, modern comforts, and helpful staff—plus easy access to biking, hiking, the beach, and city attractions—it’s an excellent choice for groups or families seeking both convenience and serenity.","OTM 15.2, KĐT, Bảo Ninh, Đồng Hới, Quảng Bình 510000, Vietnam",,,,17.45412565,106.6454604,https://lh3.googleusercontent.com/p/AF1QipNUeMn5vm_z2fY5TNwaCi2Wf7JGF1QQWfQ3t9IR,https://lh3.googleusercontent.com/p/AF1QipPdTzBTLXRlUkR_ZJi-vJK49ACcq8--qFEmQWy0,,5,35,https://maps.app.goo.gl/8vHr4C2HrvxpGQ2F8,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=72812625
The Duck Stop,"The Duck Stop is a fun, family‑run duck farm located in the beautiful Bong Lai Valley near Phong Nha. Visitors can feed and interact with hundreds of ducks and even try the farm’s famous “duck massage,” where the ducks gently nibble at your feet. The experience often includes a ride on their friendly water buffalo through the fields and a taste of homemade snacks like crispy Vietnamese pancakes. With its unique activities and friendly hosts, The Duck Stop is a lighthearted and memorable stop for families and adventurous travelers.","Thôn Khương Hà 3, Hưng Trạch, Bố Trạch, Quảng Bình, Vietnam",84382906262,,,17.604713,106.3656931,https://lh3.googleusercontent.com/p/AF1QipPpLLSDUnZ4OEld4FqeGaTFVvXNoZNiG58iRpr4,,,4.8,2093,https://maps.app.goo.gl/njfBtuQR2La4EKNU9,Attraction,none,
The Duck Tang Farm Quang Binh,"The Duck Tang Farm (also known as “Duck Tang”) is a charming countryside attraction located in Bong Lai Valley, just a short drive from Phong Nha. This family-run farm offers visitors the chance to feed and interact with playful ducks, stroll around the ponds and rice paddies, and enjoy a refreshing countryside atmosphere. Guests can savor simple homemade snacks and drinks served on rustic bamboo seating surrounded by greenery. With its relaxed vibe, gentle activities, and scenic setting, it’s a delightful stop for families, couples, or anyone wanting a peaceful rural break.","J98C+F29, Hưng Trạch, Bố Trạch, Quảng Bình 470000, Vietnam",,,,17.60743411,106.374118,https://lh3.googleusercontent.com/p/AF1QipMU6b_OV1E417ULK3FhJcZ_g99-9NGp5CROUFUy,,,5,1050,https://maps.app.goo.gl/GE2QPvmLcjUsoXmw6,Attraction,none,
Thien Truc Hotel,"Thiên Trúc Hotel is a modest, budget-friendly guesthouse located conveniently in central Đồng Hới, well situated for trips to Phong Nha and Hang Tối. The property features simple air-conditioned rooms with private bathrooms, flat-screen TVs, free Wi‑Fi, and minibar or refreshment options in select rooms. Guests appreciate services like 24‑hour reception, daily housekeeping, luggage storage, and assistance with booking local tours or transport. With its practical location, friendly staff, and affordable rates, it’s a reliable choice for travelers looking for basic comfort and easy access to local attractions.","J736+3XW, Phúc Trạch, Bố Trạch, Quảng Bình, Vietnam",,,,17.6029583,106.2624208,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np9EJuB_XJ3N0KtpfL6g8mNAFEciFSuRa-g1Xcgwwgse0Y3jltpnLoohv2-0nd9bkvKNk96ZtQiLScFcvzfey9z_DHMdVAIVrLz5FKTETKVLcn2yo2FVkHYay_4hMz-WgpcjGOLpw,,,4.1,53,https://maps.app.goo.gl/EJ66QQEwjxCxffyFA,Accommodation,none,
Tu Lan Lodge,"Tu Làn Lodge is an eco‑friendly retreat located in the scenic village of Tân Hóa, surrounded by limestone mountains and open fields. Built with flood‑resistant designs, the lodge features a mix of hillside bungalows, floating river bungalows, and locally inspired homestays. Each room offers modern comforts such as air‑conditioning, private bathrooms, and large windows or balconies with stunning views. Guests can enjoy locally inspired meals, explore the peaceful countryside by bicycle, and use the lodge as a comfortable base for nearby cave expeditions and outdoor adventures.","Yên Thọ, Minh Hoá, Quảng Bình",,,https://tulanlodge.com/,17.7688497,106.0505181,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrcp7yatPWrkkpl2xUs2RlFgmKaIctKemubAP6wzktTo1NueasH2LzwhxdmpliQl4AEEE95znzWnoxlk5LDufTyB26hNXdNYRcmhw=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipPATBt-0_nik8gsoGbFrcDp3YYsUS5kmvygtTah=w1920-h1080-k-no,,4.8,352,https://maps.app.goo.gl/EJbZfPQABUzcG7gf6,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=63917822
TuTu's Homestay Phong Nha,"TuTu’s Homestay is a modern, family‑run retreat located just outside Phong Nha town, surrounded by rice fields and karst mountains. The property offers spacious, comfortable rooms, many with balconies overlooking the countryside. Guests can relax by the outdoor pool, enjoy the garden terrace, and use free bicycles to explore nearby trails. With warm hospitality, delicious breakfasts, and help arranging tours and transport, it’s a welcoming base for exploring the national park.","Cù Lạc 1, Bố Trạch District, Quảng Bình",,,https://www.facebook.com/profile.php?id=61560455949395&mibextid=ZbWKwL,17.6159649,106.31976,https://lh3.googleusercontent.com/p/AF1QipOZHqorpSNtJTaz7Ukvuxa0bDsbJXdvSaq5Dzo4=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipNswhaVVVKdH-LxZxpMdqVJgJTp7T8Gz4c-UOIC=w1920-h1080-k-no,,5,111,https://maps.app.goo.gl/pAMP4y3piADKxrYo9,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=52136496
voco Quang Binh Resort by IHG,"voco Quang Binh Resort by IHG is a luxury beachfront resort on Bao Ninh Beach, just a short drive from Đồng Hới. The property features elegant Indochine‑style suites and villas, many with private pools and views of the ocean or gardens. Guests can enjoy multiple swimming pools, a full‑service spa with sauna and hydrotherapy, a fitness center, and a kids’ club. With excellent dining options, attentive service, and a serene location, it’s an ideal choice for combining beach relaxation with adventures in Phong Nha–Kẻ Bàng National Park.","Võ Nguyên Giáp, Street, Đồng Hới, Quảng Bình",842326296666,,https://www.ihg.com/voco/hotels/us/en/dong-hoi/vdhbq/hoteldetail?cm_mmc=GoogleMaps-_-VX-_-VN-_-VDHBQ,17.4596359,106.64467,https://lh3.googleusercontent.com/p/AF1QipNbePDVEqKMzLnzKvEDLZi0Vk_RGm99UrDKtJU=w1920-h1080-k-no,https://lh3.googleusercontent.com/p/AF1QipPjeYfRCE0QA5XeB5OyjWSTzieO1IJdZsreKb8=w1920-h1080-k-no,,4.5,57,https://maps.app.goo.gl/4oLjtRCio2aQLvpX9,Accommodation,affiliate,https://www.agoda.com/partners/partnersearch.aspx?pcs=1&cid=1945129&hl=en-us&hid=64007212
Wildlife and Jungle Adventure - ECOFOOT,"Wildlife and Jungle Adventure – ECOFOOT offers an immersive eco‑tour deep inside Phong Nha–Kẻ Bàng National Park, designed for nature lovers and conservation enthusiasts. The experience begins with a visit to a wildlife rescue center, where guests can learn about local conservation efforts and see rehabilitated animals. A guided jungle trek follows, taking participants through pristine rainforest, past streams, and into areas where langurs, hornbills, and other wildlife may be spotted. The day includes a freshly prepared BBQ lunch by a waterfall before returning through the lush forest, making it a memorable and educational adventure in the heart of the park.","Phong NHA, Bố Trạch District, Quảng Bình 510000",84962606844,,https://ecofoot.com.vn/,17.6099789,106.310369,https://lh3.googleusercontent.com/p/AF1QipPSGloS-5LnWMw27ZHkqL9xkh8XT1a3rXVfoIYx=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYELmkgWIhynQX7Dn6l3mg5kSIbKqrXjlr20pALBd-l5RHrLOAbGsI6vfML_mBUyFP8KruRFws05gRoZYvFsNpspaue7MwYzZlVEsYm3GULaw7pzQJ85NHF4xMzRojsGztpbJT=w1920-h1080-k-no,,4.8,49,https://maps.app.goo.gl/EK8EyFRk4b6WW5UP8,Tour,none,
Wyndham Quang Binh Golf & Beach Resort,"Wyndham Quang Binh Golf & Beach Resort is a sophisticated beachfront luxury destination located on Bao Ninh Beach, just a short drive from Đồng Hới. The resort includes stylish hotel rooms, suites, and villas—many offering stunning views of the ocean or lush gardens. Guests can enjoy two outdoor pools, private beach access, spa facilities, a fitness center, golf and tennis courts, and multiple dining venues. With modern design, excellent service, and a peaceful coastal setting, it’s an ideal upscale base combining beach relaxation and easy access to Phong Nha’s natural attractions.","FM23+586, Bảo Xuân, Đồng Hới, Quảng Bình 510000",,,,17.4504147,106.6532575,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npA3upy1AotzFyI1uznfvCjxZkK3SHneGq7B_cglghHnmBSX350RPydFszAwHf1CMK86ZI4LLWVt_q_WQqQS0Sms2V-9xYWhXqt8soEF9gLb9JdVliZbP-S09fL1NBpN5gIAOGQ=w1920-h1080-k-no,,,5,5,https://maps.app.goo.gl/92oW88r5CWJah9px6,Accommodation,none,